"NOM_SECTION","District","Bureau","Coderre","Bergeron","Joly","Côté"
"034-028","34-Notre-Dame-de-Grâce","28",13,43,54,37
"034-029","34-Notre-Dame-de-Grâce","29",16,42,53,25
"034-003","34-Notre-Dame-de-Grâce","3",29,35,34,37
"034-030","34-Notre-Dame-de-Grâce","30",21,42,72,21
"034-031","34-Notre-Dame-de-Grâce","31",26,21,44,36
"034-032","34-Notre-Dame-de-Grâce","32",16,34,51,26
"034-033","34-Notre-Dame-de-Grâce","33",15,27,39,10
"034-034","34-Notre-Dame-de-Grâce","34",15,37,38,20
"034-035","34-Notre-Dame-de-Grâce","35",23,38,46,12
"034-036","34-Notre-Dame-de-Grâce","36",28,45,51,28
"034-037","34-Notre-Dame-de-Grâce","37",24,48,39,20
"034-038","34-Notre-Dame-de-Grâce","38",25,37,32,35
"034-039","34-Notre-Dame-de-Grâce","39",21,26,36,25
"034-004","34-Notre-Dame-de-Grâce","4",15,26,48,47
"034-040","34-Notre-Dame-de-Grâce","40",28,57,46,28
"034-041","34-Notre-Dame-de-Grâce","41",21,42,44,18
"034-042","34-Notre-Dame-de-Grâce","42",23,47,45,20
"034-043","34-Notre-Dame-de-Grâce","43",27,27,50,11
"034-044","34-Notre-Dame-de-Grâce","44",16,22,41,19
"034-045","34-Notre-Dame-de-Grâce","45",17,41,31,10
"034-046","34-Notre-Dame-de-Grâce","46",23,52,57,50
"034-047","34-Notre-Dame-de-Grâce","47",12,52,44,28
"034-048","34-Notre-Dame-de-Grâce","48",10,28,36,22
"034-049","34-Notre-Dame-de-Grâce","49",9,68,41,20
"034-005","34-Notre-Dame-de-Grâce","5",28,37,63,35
"034-050","34-Notre-Dame-de-Grâce","50",5,10,21,5
"034-051","34-Notre-Dame-de-Grâce","51",15,22,13,3
"034-052","34-Notre-Dame-de-Grâce","52",15,32,24,6
"034-053","34-Notre-Dame-de-Grâce","53",22,15,21,3
"034-054","34-Notre-Dame-de-Grâce","54",36,23,30,6
"034-055","34-Notre-Dame-de-Grâce","55",29,24,38,5
"034-056","34-Notre-Dame-de-Grâce","56",28,28,34,5
"034-057","34-Notre-Dame-de-Grâce","57",28,15,32,4
"034-058","34-Notre-Dame-de-Grâce","58",23,10,7,11
"034-059","34-Notre-Dame-de-Grâce","59",13,36,53,15
"034-006","34-Notre-Dame-de-Grâce","6",22,21,35,14
"034-060","34-Notre-Dame-de-Grâce","60",21,53,57,42
"034-604","34-Notre-Dame-de-Grâce","604",163,132,176,121
"034-061","34-Notre-Dame-de-Grâce","61",30,48,36,33
"034-062","34-Notre-Dame-de-Grâce","62",8,24,45,19
"034-063","34-Notre-Dame-de-Grâce","63",12,28,39,16
"034-064","34-Notre-Dame-de-Grâce","64",18,39,38,19
"034-065","34-Notre-Dame-de-Grâce","65",14,30,44,13
"034-066","34-Notre-Dame-de-Grâce","66",19,39,57,13
"034-067","34-Notre-Dame-de-Grâce","67",23,44,44,19
"034-007","34-Notre-Dame-de-Grâce","7",30,29,54,31
"034-008","34-Notre-Dame-de-Grâce","8",20,30,57,12
"034-009","34-Notre-Dame-de-Grâce","9",19,38,46,20
"034-901","34-Notre-Dame-de-Grâce","901",29,24,30,19
"034-902","34-Notre-Dame-de-Grâce","902",14,32,35,24
"034-903","34-Notre-Dame-de-Grâce","903",24,13,27,22
"034-904","34-Notre-Dame-de-Grâce","904",8,10,9,4
"034-905","34-Notre-Dame-de-Grâce","905",12,19,14,5
"034-906","34-Notre-Dame-de-Grâce","906",18,18,14,11
"034-907","34-Notre-Dame-de-Grâce","907",29,16,21,16
"034-908","34-Notre-Dame-de-Grâce","908",19,18,27,19
"034-909","34-Notre-Dame-de-Grâce","909",33,32,32,24
"034-910","34-Notre-Dame-de-Grâce","910",33,34,32,32
"034-911","34-Notre-Dame-de-Grâce","911",16,19,30,16
"034-912","34-Notre-Dame-de-Grâce","912",18,24,27,15
"035-001","35-Loyola","1",11,15,19,10
"035-010","35-Loyola","10",22,17,27,20
"035-011","35-Loyola","11",19,25,30,16
"035-012","35-Loyola","12",37,25,30,19
"035-013","35-Loyola","13",15,13,23,7
"035-014","35-Loyola","14",18,8,17,11
"035-015","35-Loyola","15",22,11,32,10
"035-016","35-Loyola","16",25,18,35,20
"035-017","35-Loyola","17",30,39,38,22
"035-018","35-Loyola","18",29,32,69,32
"035-019","35-Loyola","19",24,30,39,16
"035-002","35-Loyola","2",14,14,20,7
"035-020","35-Loyola","20",35,32,65,29
"035-021","35-Loyola","21",10,33,39,14
"035-022","35-Loyola","22",25,18,62,27
"035-023","35-Loyola","23",16,22,19,5
"035-024","35-Loyola","24",39,12,42,28
"035-025","35-Loyola","25",9,13,23,5
"035-026","35-Loyola","26",13,19,22,11
"035-027","35-Loyola","27",12,17,31,7
"035-028","35-Loyola","28",11,13,13,5
"035-029","35-Loyola","29",14,13,11,6
"035-003","35-Loyola","3",33,12,31,15
"035-030","35-Loyola","30",6,17,13,6
"035-031","35-Loyola","31",16,12,20,10
"035-032","35-Loyola","32",9,9,14,4
"035-033","35-Loyola","33",23,29,41,14
"035-034","35-Loyola","34",13,7,21,10
"035-035","35-Loyola","35",4,5,18,6
"035-036","35-Loyola","36",13,13,9,1
"035-037","35-Loyola","37",19,21,48,15
"035-038","35-Loyola","38",21,19,68,27
"035-039","35-Loyola","39",17,22,51,7
"035-004","35-Loyola","4",26,15,26,13
"035-040","35-Loyola","40",34,17,35,29
"035-041","35-Loyola","41",35,8,37,31
"035-042","35-Loyola","42",19,9,55,24
"035-043","35-Loyola","43",13,33,47,20
"035-044","35-Loyola","44",27,32,48,31
"035-045","35-Loyola","45",29,40,45,34
"035-046","35-Loyola","46",36,18,56,21
"035-047","35-Loyola","47",27,16,39,18
"035-048","35-Loyola","48",29,19,33,28
"035-049","35-Loyola","49",38,11,26,28
"035-005","35-Loyola","5",32,29,44,14
"035-050","35-Loyola","50",21,23,36,12
"035-051","35-Loyola","51",17,11,20,14
"035-052","35-Loyola","52",36,10,31,15
"035-053","35-Loyola","53",39,18,38,20
"035-054","35-Loyola","54",20,11,29,6
"035-055","35-Loyola","55",27,15,45,23
"035-056","35-Loyola","56",30,12,39,8
"035-057","35-Loyola","57",17,13,19,3
"035-058","35-Loyola","58",30,11,27,7
"035-059","35-Loyola","59",33,19,48,9
"035-006","35-Loyola","6",39,16,30,24
"035-060","35-Loyola","60",20,34,31,14
"035-605","35-Loyola","605",193,91,182,108
"035-061","35-Loyola","61",20,25,41,20
"035-062","35-Loyola","62",38,24,48,30
"035-063","35-Loyola","63",46,21,55,20
"035-064","35-Loyola","64",25,4,32,6
"035-065","35-Loyola","65",16,15,16,14
"035-066","35-Loyola","66",12,9,15,7
"035-067","35-Loyola","67",19,13,37,7
"035-068","35-Loyola","68",7,13,15,7
"035-007","35-Loyola","7",21,7,13,2
"035-008","35-Loyola","8",18,11,22,5
"035-009","35-Loyola","9",23,22,29,15
"035-901","35-Loyola","901",40,11,14,20
"035-902","35-Loyola","902",11,14,12,7
"035-903","35-Loyola","903",25,10,12,14
"035-904","35-Loyola","904",25,13,18,25
"035-905","35-Loyola","905",23,10,9,11
"035-906","35-Loyola","906",14,4,11,14
"035-907","35-Loyola","907",19,8,13,14
"035-908","35-Loyola","908",36,20,18,17
"035-909","35-Loyola","909",44,15,30,22
"035-910","35-Loyola","910",36,13,30,20
"035-911","35-Loyola","911",5,4,15,8
"035-912","35-Loyola","912",26,15,37,24
"041-001","41-du Canal","1",17,19,27,7
"041-010","41-du Canal","10",18,10,33,13
"041-011","41-du Canal","11",14,9,24,8
"041-012","41-du Canal","12",17,13,25,8
"041-013","41-du Canal","13",21,14,15,7
"041-014","41-du Canal","14",10,11,27,7
"041-015","41-du Canal","15",19,12,21,9
"041-016","41-du Canal","16",10,24,33,15
"041-017","41-du Canal","17",33,12,17,24
"041-018","41-du Canal","18",14,6,18,15
"041-019","41-du Canal","19",23,20,26,17
"041-002","41-du Canal","2",9,26,25,9
"041-020","41-du Canal","20",22,11,18,12
"041-021","41-du Canal","21",17,16,17,3
"041-022","41-du Canal","22",8,13,15,9
"041-023","41-du Canal","23",17,26,30,8
"041-024","41-du Canal","24",12,19,22,4
"041-025","41-du Canal","25",17,7,26,17
"041-026","41-du Canal","26",22,28,43,12
"041-027","41-du Canal","27",15,15,19,6
"041-028","41-du Canal","28",22,19,31,7
"041-029","41-du Canal","29",23,41,32,14
"041-003","41-du Canal","3",12,22,33,5
"041-030","41-du Canal","30",23,31,55,20
"041-031","41-du Canal","31",22,13,34,10
"041-032","41-du Canal","32",26,36,35,8
"041-033","41-du Canal","33",20,35,32,13
"041-034","41-du Canal","34",18,22,26,2
"041-035","41-du Canal","35",17,23,32,9
"041-036","41-du Canal","36",18,17,12,4
"041-037","41-du Canal","37",31,11,26,10
"041-038","41-du Canal","38",19,11,27,11
"041-039","41-du Canal","39",67,20,20,27
"041-004","41-du Canal","4",22,18,15,20
"041-005","41-du Canal","5",17,23,23,13
"041-006","41-du Canal","6",26,27,27,10
"041-601","41-du Canal","601",137,44,99,47
"041-007","41-du Canal","7",33,11,39,12
"041-008","41-du Canal","8",18,5,22,10
"041-009","41-du Canal","9",10,18,27,19
"041-901","41-du Canal","901",26,7,12,6
"041-902","41-du Canal","902",23,15,17,5
"041-903","41-du Canal","903",25,11,16,11
"041-904","41-du Canal","904",28,6,20,12
"041-905","41-du Canal","905",51,10,17,12
"041-906","41-du Canal","906",27,13,15,6
"041-907","41-du Canal","907",31,8,25,9
"041-908","41-du Canal","908",38,4,16,9
"042-0NA","42-J.-Émery-Provost","005A",18,13,32,8
"042-0NA","42-J.-Émery-Provost","005B",14,5,8,17
"042-001","42-J.-Émery-Provost","1",12,7,10,8
"042-010","42-J.-Émery-Provost","10",24,15,22,16
"042-011","42-J.-Émery-Provost","11",29,17,38,13
"042-012","42-J.-Émery-Provost","12",26,17,23,12
"042-013","42-J.-Émery-Provost","13",16,13,34,6
"042-014","42-J.-Émery-Provost","14",20,7,12,9
"042-015","42-J.-Émery-Provost","15",15,4,12,4
"042-016","42-J.-Émery-Provost","16",33,13,25,5
"042-017","42-J.-Émery-Provost","17",15,4,32,2
"042-018","42-J.-Émery-Provost","18",15,8,20,7
"042-019","42-J.-Émery-Provost","19",40,24,42,9
"042-002","42-J.-Émery-Provost","2",6,9,6,6
"042-020","42-J.-Émery-Provost","20",21,20,30,17
"042-021","42-J.-Émery-Provost","21",20,20,31,14
"042-022","42-J.-Émery-Provost","22",24,8,30,8
"042-023","42-J.-Émery-Provost","23",14,10,14,2
"042-024","42-J.-Émery-Provost","24",29,12,43,8
"042-025","42-J.-Émery-Provost","25",26,25,42,14
"042-026","42-J.-Émery-Provost","26",27,26,26,14
"042-027","42-J.-Émery-Provost","27",32,18,28,6
"042-028","42-J.-Émery-Provost","28",33,24,34,18
"042-029","42-J.-Émery-Provost","29",29,19,19,16
"042-003","42-J.-Émery-Provost","3",4,11,15,5
"042-030","42-J.-Émery-Provost","30",16,17,29,26
"042-031","42-J.-Émery-Provost","31",29,14,43,14
"042-032","42-J.-Émery-Provost","32",31,21,38,26
"042-033","42-J.-Émery-Provost","33",43,18,32,17
"042-034","42-J.-Émery-Provost","34",20,31,38,8
"042-035","42-J.-Émery-Provost","35",26,22,27,9
"042-036","42-J.-Émery-Provost","36",25,14,18,14
"042-037","42-J.-Émery-Provost","37",18,0,10,2
"042-038","42-J.-Émery-Provost","38",27,10,13,11
"042-004","42-J.-Émery-Provost","4",22,11,23,13
"042-006","42-J.-Émery-Provost","6",6,10,21,1
"042-602","42-J.-Émery-Provost","602",146,43,77,66
"042-007","42-J.-Émery-Provost","7",6,8,16,2
"042-008","42-J.-Émery-Provost","8",23,16,24,2
"042-009","42-J.-Émery-Provost","9",33,9,40,11
"042-901","42-J.-Émery-Provost","901",39,18,12,28
"042-902","42-J.-Émery-Provost","902",17,4,11,8
"042-903","42-J.-Émery-Provost","903",31,5,9,7
"042-904","42-J.-Émery-Provost","904",23,8,14,16
"042-905","42-J.-Émery-Provost","905",24,11,12,7
"042-906","42-J.-Émery-Provost","906",23,8,14,8
"042-907","42-J.-Émery-Provost","907",23,6,8,14
"043-001","43-Fort-Rolland","1",22,11,19,13
"043-010","43-Fort-Rolland","10",33,33,51,21
"043-011","43-Fort-Rolland","11",22,51,64,19
"043-012","43-Fort-Rolland","12",29,22,45,18
"043-013","43-Fort-Rolland","13",29,32,53,16
"043-014","43-Fort-Rolland","14",36,40,58,29
"043-015","43-Fort-Rolland","15",24,38,32,11
"043-016","43-Fort-Rolland","16",32,26,40,18
"043-017","43-Fort-Rolland","17",27,31,36,10
"043-018","43-Fort-Rolland","18",24,27,47,17
"043-019","43-Fort-Rolland","19",26,21,50,14
"043-002","43-Fort-Rolland","2",30,30,38,18
"043-020","43-Fort-Rolland","20",20,33,40,27
"043-021","43-Fort-Rolland","21",20,28,40,7
"043-022","43-Fort-Rolland","22",20,24,33,19
"043-023","43-Fort-Rolland","23",16,33,39,8
"043-024","43-Fort-Rolland","24",24,44,38,6
"043-025","43-Fort-Rolland","25",21,9,33,7
"043-026","43-Fort-Rolland","26",17,25,48,24
"043-027","43-Fort-Rolland","27",21,36,65,21
"043-028","43-Fort-Rolland","28",6,0,8,4
"043-029","43-Fort-Rolland","29",8,8,6,5
"043-003","43-Fort-Rolland","3",47,34,51,17
"043-030","43-Fort-Rolland","30",13,3,18,6
"043-031","43-Fort-Rolland","31",46,39,46,13
"043-032","43-Fort-Rolland","32",34,18,46,15
"043-033","43-Fort-Rolland","33",23,15,28,18
"043-034","43-Fort-Rolland","34",37,14,30,13
"043-035","43-Fort-Rolland","35",13,26,32,6
"043-036","43-Fort-Rolland","36",30,12,25,8
"043-037","43-Fort-Rolland","37",21,17,28,6
"043-038","43-Fort-Rolland","38",30,32,50,18
"043-004","43-Fort-Rolland","4",21,32,48,16
"043-005","43-Fort-Rolland","5",27,27,57,27
"043-006","43-Fort-Rolland","6",29,22,44,17
"043-603","43-Fort-Rolland","603",120,58,140,54
"043-007","43-Fort-Rolland","7",23,45,42,26
"043-008","43-Fort-Rolland","8",25,31,46,9
"043-009","43-Fort-Rolland","9",20,41,59,15
"043-901","43-Fort-Rolland","901",39,21,52,13
"043-902","43-Fort-Rolland","902",31,31,54,24
"043-903","43-Fort-Rolland","903",49,31,38,7
"043-904","43-Fort-Rolland","904",27,8,26,14
"043-905","43-Fort-Rolland","905",46,21,25,15
"043-906","43-Fort-Rolland","906",36,17,22,7
"043-907","43-Fort-Rolland","907",31,8,18,7
"051-001","51-Sault-Saint-Louis","1",58,16,43,10
"051-010","51-Sault-Saint-Louis","10",18,13,29,4
"051-100","51-Sault-Saint-Louis","100",24,9,33,11
"051-011","51-Sault-Saint-Louis","11",21,10,16,4
"051-012","51-Sault-Saint-Louis","12",55,13,29,5
"051-013","51-Sault-Saint-Louis","13",45,10,23,10
"051-014","51-Sault-Saint-Louis","14",27,9,41,6
"051-015","51-Sault-Saint-Louis","15",38,11,29,14
"051-016","51-Sault-Saint-Louis","16",30,22,28,13
"051-017","51-Sault-Saint-Louis","17",19,27,38,10
"051-018","51-Sault-Saint-Louis","18",35,19,36,6
"051-019","51-Sault-Saint-Louis","19",30,16,40,6
"051-002","51-Sault-Saint-Louis","2",51,14,26,12
"051-020","51-Sault-Saint-Louis","20",33,15,29,5
"051-021","51-Sault-Saint-Louis","21",30,16,42,8
"051-022","51-Sault-Saint-Louis","22",18,13,31,8
"051-023","51-Sault-Saint-Louis","23",16,22,31,13
"051-024","51-Sault-Saint-Louis","24",27,4,30,4
"051-025","51-Sault-Saint-Louis","25",53,7,32,6
"051-026","51-Sault-Saint-Louis","26",29,13,35,14
"051-027","51-Sault-Saint-Louis","27",25,20,22,16
"051-028","51-Sault-Saint-Louis","28",27,21,36,13
"051-029","51-Sault-Saint-Louis","29",27,21,28,8
"051-003","51-Sault-Saint-Louis","3",20,11,17,0
"051-030","51-Sault-Saint-Louis","30",26,11,17,6
"051-031","51-Sault-Saint-Louis","31",45,11,36,6
"051-032","51-Sault-Saint-Louis","32",48,14,39,9
"051-033","51-Sault-Saint-Louis","33",32,11,28,1
"051-034","51-Sault-Saint-Louis","34",46,6,24,9
"051-035","51-Sault-Saint-Louis","35",12,5,23,3
"051-036","51-Sault-Saint-Louis","36",37,9,32,3
"051-037","51-Sault-Saint-Louis","37",5,11,11,1
"051-038","51-Sault-Saint-Louis","38",14,7,12,2
"051-039","51-Sault-Saint-Louis","39",24,17,34,10
"051-004","51-Sault-Saint-Louis","4",59,10,33,12
"051-040","51-Sault-Saint-Louis","40",22,18,42,26
"051-041","51-Sault-Saint-Louis","41",29,10,27,14
"051-042","51-Sault-Saint-Louis","42",30,20,21,7
"051-043","51-Sault-Saint-Louis","43",18,23,35,9
"051-044","51-Sault-Saint-Louis","44",20,25,30,10
"051-045","51-Sault-Saint-Louis","45",32,15,41,16
"051-046","51-Sault-Saint-Louis","46",14,20,44,7
"051-047","51-Sault-Saint-Louis","47",30,30,33,19
"051-048","51-Sault-Saint-Louis","48",30,26,38,4
"051-049","51-Sault-Saint-Louis","49",39,16,38,8
"051-005","51-Sault-Saint-Louis","5",28,10,20,1
"051-050","51-Sault-Saint-Louis","50",30,9,15,8
"051-051","51-Sault-Saint-Louis","51",31,30,39,7
"051-052","51-Sault-Saint-Louis","52",19,37,39,16
"051-053","51-Sault-Saint-Louis","53",25,23,46,9
"051-054","51-Sault-Saint-Louis","54",30,32,43,18
"051-055","51-Sault-Saint-Louis","55",95,17,23,10
"051-056","51-Sault-Saint-Louis","56",56,7,25,7
"051-057","51-Sault-Saint-Louis","57",33,18,38,4
"051-058","51-Sault-Saint-Louis","58",35,14,34,7
"051-059","51-Sault-Saint-Louis","59",35,10,33,6
"051-006","51-Sault-Saint-Louis","6",31,15,24,12
"051-060","51-Sault-Saint-Louis","60",22,9,28,5
"051-601","51-Sault-Saint-Louis","601",275,67,173,63
"051-061","51-Sault-Saint-Louis","61",35,12,31,5
"051-062","51-Sault-Saint-Louis","62",17,8,12,6
"051-063","51-Sault-Saint-Louis","63",26,9,22,14
"051-064","51-Sault-Saint-Louis","64",32,26,32,5
"051-065","51-Sault-Saint-Louis","65",34,6,15,5
"051-066","51-Sault-Saint-Louis","66",37,12,32,4
"051-067","51-Sault-Saint-Louis","67",27,9,29,2
"051-068","51-Sault-Saint-Louis","68",49,3,27,9
"051-069","51-Sault-Saint-Louis","69",50,12,36,16
"051-007","51-Sault-Saint-Louis","7",30,11,23,10
"051-070","51-Sault-Saint-Louis","70",18,6,46,7
"051-071","51-Sault-Saint-Louis","71",28,10,19,7
"051-072","51-Sault-Saint-Louis","72",28,4,37,6
"051-073","51-Sault-Saint-Louis","73",45,6,26,5
"051-074","51-Sault-Saint-Louis","74",39,14,26,6
"051-075","51-Sault-Saint-Louis","75",26,9,18,7
"051-076","51-Sault-Saint-Louis","76",37,12,16,5
"051-077","51-Sault-Saint-Louis","77",43,21,48,17
"051-078","51-Sault-Saint-Louis","78",56,20,60,4
"051-079","51-Sault-Saint-Louis","79",25,16,30,5
"051-008","51-Sault-Saint-Louis","8",16,11,24,4
"051-080","51-Sault-Saint-Louis","80",30,6,28,5
"051-081","51-Sault-Saint-Louis","81",47,9,55,7
"051-082","51-Sault-Saint-Louis","82",45,11,37,6
"051-083","51-Sault-Saint-Louis","83",30,9,31,9
"051-084","51-Sault-Saint-Louis","84",29,25,30,13
"051-085","51-Sault-Saint-Louis","85",31,12,34,11
"051-086","51-Sault-Saint-Louis","86",44,22,46,9
"051-087","51-Sault-Saint-Louis","87",23,13,32,6
"051-088","51-Sault-Saint-Louis","88",38,23,38,3
"051-089","51-Sault-Saint-Louis","89",23,15,39,8
"051-009","51-Sault-Saint-Louis","9",18,9,21,7
"051-090","51-Sault-Saint-Louis","90",25,15,44,9
"051-901","51-Sault-Saint-Louis","901",35,5,16,4
"051-902","51-Sault-Saint-Louis","902",64,9,19,2
"051-903","51-Sault-Saint-Louis","903",73,6,36,0
"051-904","51-Sault-Saint-Louis","904",41,17,24,18
"051-905","51-Sault-Saint-Louis","905",20,2,13,4
"051-906","51-Sault-Saint-Louis","906",48,9,25,7
"051-907","51-Sault-Saint-Louis","907",50,13,22,8
"051-908","51-Sault-Saint-Louis","908",44,8,25,9
"051-909","51-Sault-Saint-Louis","909",36,14,29,1
"051-091","51-Sault-Saint-Louis","91",25,13,45,11
"051-910","51-Sault-Saint-Louis","910",27,8,14,3
"051-911","51-Sault-Saint-Louis","911",49,7,36,7
"051-912","51-Sault-Saint-Louis","912",70,13,29,7
"051-913","51-Sault-Saint-Louis","913",47,5,20,2
"051-914","51-Sault-Saint-Louis","914",37,5,16,7
"051-915","51-Sault-Saint-Louis","915",52,10,16,2
"051-916","51-Sault-Saint-Louis","916",21,11,17,5
"051-917","51-Sault-Saint-Louis","917",25,5,14,0
"051-918","51-Sault-Saint-Louis","918",12,3,7,0
"051-092","51-Sault-Saint-Louis","92",29,17,32,7
"051-093","51-Sault-Saint-Louis","93",29,16,31,7
"051-094","51-Sault-Saint-Louis","94",16,22,43,8
"051-095","51-Sault-Saint-Louis","95",37,6,35,4
"051-096","51-Sault-Saint-Louis","96",29,5,34,6
"051-097","51-Sault-Saint-Louis","97",35,12,43,17
"051-098","51-Sault-Saint-Louis","98",33,9,34,11
"051-099","51-Sault-Saint-Louis","99",23,21,36,15
"052-001","52-Cecil-P.-Newman","1",30,16,31,17
"052-010","52-Cecil-P.-Newman","10",30,9,32,6
"052-011","52-Cecil-P.-Newman","11",36,3,17,2
"052-012","52-Cecil-P.-Newman","12",45,8,30,7
"052-013","52-Cecil-P.-Newman","13",27,13,16,3
"052-014","52-Cecil-P.-Newman","14",32,13,22,8
"052-015","52-Cecil-P.-Newman","15",36,11,22,5
"052-016","52-Cecil-P.-Newman","16",45,9,15,4
"052-017","52-Cecil-P.-Newman","17",24,17,12,8
"052-018","52-Cecil-P.-Newman","18",30,9,20,4
"052-019","52-Cecil-P.-Newman","19",38,10,22,7
"052-002","52-Cecil-P.-Newman","2",34,10,37,5
"052-020","52-Cecil-P.-Newman","20",41,14,26,3
"052-021","52-Cecil-P.-Newman","21",27,16,13,2
"052-022","52-Cecil-P.-Newman","22",45,8,34,8
"052-023","52-Cecil-P.-Newman","23",39,13,29,8
"052-024","52-Cecil-P.-Newman","24",23,10,30,5
"052-025","52-Cecil-P.-Newman","25",30,3,18,3
"052-026","52-Cecil-P.-Newman","26",47,15,24,10
"052-027","52-Cecil-P.-Newman","27",31,15,25,2
"052-028","52-Cecil-P.-Newman","28",36,7,36,7
"052-029","52-Cecil-P.-Newman","29",41,15,11,5
"052-003","52-Cecil-P.-Newman","3",34,8,21,8
"052-030","52-Cecil-P.-Newman","30",38,6,10,7
"052-031","52-Cecil-P.-Newman","31",47,8,25,8
"052-032","52-Cecil-P.-Newman","32",32,17,23,8
"052-033","52-Cecil-P.-Newman","33",30,14,21,8
"052-034","52-Cecil-P.-Newman","34",25,6,15,4
"052-035","52-Cecil-P.-Newman","35",26,24,16,8
"052-036","52-Cecil-P.-Newman","36",47,10,26,3
"052-037","52-Cecil-P.-Newman","37",35,17,20,6
"052-038","52-Cecil-P.-Newman","38",27,4,29,4
"052-039","52-Cecil-P.-Newman","39",19,5,25,17
"052-004","52-Cecil-P.-Newman","4",22,14,20,5
"052-040","52-Cecil-P.-Newman","40",29,9,26,11
"052-041","52-Cecil-P.-Newman","41",23,5,10,6
"052-042","52-Cecil-P.-Newman","42",28,8,25,16
"052-043","52-Cecil-P.-Newman","43",35,4,19,4
"052-044","52-Cecil-P.-Newman","44",37,10,15,12
"052-045","52-Cecil-P.-Newman","45",36,2,30,7
"052-046","52-Cecil-P.-Newman","46",29,13,16,6
"052-047","52-Cecil-P.-Newman","47",20,11,17,8
"052-048","52-Cecil-P.-Newman","48",9,6,22,2
"052-049","52-Cecil-P.-Newman","49",32,10,14,5
"052-005","52-Cecil-P.-Newman","5",26,11,24,3
"052-050","52-Cecil-P.-Newman","50",35,11,23,8
"052-051","52-Cecil-P.-Newman","51",24,18,18,0
"052-052","52-Cecil-P.-Newman","52",29,7,34,6
"052-053","52-Cecil-P.-Newman","53",11,21,30,4
"052-054","52-Cecil-P.-Newman","54",35,26,27,10
"052-055","52-Cecil-P.-Newman","55",21,15,22,7
"052-056","52-Cecil-P.-Newman","56",43,20,30,9
"052-057","52-Cecil-P.-Newman","57",37,11,25,1
"052-058","52-Cecil-P.-Newman","58",20,6,16,3
"052-059","52-Cecil-P.-Newman","59",27,6,31,1
"052-006","52-Cecil-P.-Newman","6",31,9,11,11
"052-060","52-Cecil-P.-Newman","60",31,14,25,3
"052-602","52-Cecil-P.-Newman","602",242,53,179,56
"052-061","52-Cecil-P.-Newman","61",11,2,15,3
"052-062","52-Cecil-P.-Newman","62",16,14,15,5
"052-063","52-Cecil-P.-Newman","63",16,12,9,2
"052-064","52-Cecil-P.-Newman","64",19,12,26,4
"052-065","52-Cecil-P.-Newman","65",15,16,16,5
"052-066","52-Cecil-P.-Newman","66",20,16,29,15
"052-067","52-Cecil-P.-Newman","67",23,14,23,8
"052-068","52-Cecil-P.-Newman","68",34,17,32,14
"052-069","52-Cecil-P.-Newman","69",21,10,34,12
"052-007","52-Cecil-P.-Newman","7",22,9,36,2
"052-070","52-Cecil-P.-Newman","70",30,22,29,2
"052-071","52-Cecil-P.-Newman","71",31,22,17,7
"052-072","52-Cecil-P.-Newman","72",9,0,18,0
"052-073","52-Cecil-P.-Newman","73",33,25,38,9
"052-074","52-Cecil-P.-Newman","74",23,27,47,5
"052-075","52-Cecil-P.-Newman","75",34,7,40,5
"052-076","52-Cecil-P.-Newman","76",22,14,37,12
"052-077","52-Cecil-P.-Newman","77",42,16,31,15
"052-078","52-Cecil-P.-Newman","78",21,20,44,3
"052-079","52-Cecil-P.-Newman","79",17,27,29,10
"052-008","52-Cecil-P.-Newman","8",44,8,27,7
"052-080","52-Cecil-P.-Newman","80",30,17,59,10
"052-081","52-Cecil-P.-Newman","81",23,12,33,14
"052-082","52-Cecil-P.-Newman","82",23,8,41,5
"052-083","52-Cecil-P.-Newman","83",27,26,35,7
"052-084","52-Cecil-P.-Newman","84",29,7,30,2
"052-085","52-Cecil-P.-Newman","85",48,16,33,9
"052-086","52-Cecil-P.-Newman","86",32,12,36,5
"052-087","52-Cecil-P.-Newman","87",46,13,42,3
"052-088","52-Cecil-P.-Newman","88",49,6,34,5
"052-089","52-Cecil-P.-Newman","89",26,10,29,3
"052-009","52-Cecil-P.-Newman","9",31,16,35,14
"052-090","52-Cecil-P.-Newman","90",12,13,24,5
"052-901","52-Cecil-P.-Newman","901",16,0,2,3
"052-902","52-Cecil-P.-Newman","902",21,6,13,1
"052-903","52-Cecil-P.-Newman","903",16,4,10,3
"052-904","52-Cecil-P.-Newman","904",31,4,5,3
"052-905","52-Cecil-P.-Newman","905",27,6,17,9
"052-906","52-Cecil-P.-Newman","906",37,5,11,3
"052-907","52-Cecil-P.-Newman","907",27,1,10,1
"052-908","52-Cecil-P.-Newman","908",22,4,13,5
"052-909","52-Cecil-P.-Newman","909",31,3,5,3
"052-091","52-Cecil-P.-Newman","91",33,20,28,10
"052-910","52-Cecil-P.-Newman","910",43,4,16,4
"052-911","52-Cecil-P.-Newman","911",29,7,14,2
"052-912","52-Cecil-P.-Newman","912",18,13,20,6
"052-913","52-Cecil-P.-Newman","913",31,3,9,9
"052-914","52-Cecil-P.-Newman","914",21,3,25,4
"052-915","52-Cecil-P.-Newman","915",17,3,13,4
"052-916","52-Cecil-P.-Newman","916",17,2,3,4
"052-917","52-Cecil-P.-Newman","917",11,3,10,1
"052-918","52-Cecil-P.-Newman","918",15,5,7,3
"052-092","52-Cecil-P.-Newman","92",20,9,42,6
